Date,Open,High,Low,Close,Adj Close,Volume
2021-05-23,0.975686,1.041067,0.680273,0.825903,0.825903,400419290
2021-05-24,0.820081,1.004674,0.805557,0.977903,0.977903,279993645
2021-05-25,0.979180,1.016518,0.871157,0.976358,0.976358,275502086
2021-05-26,0.976564,1.060451,0.955914,1.024055,1.024055,239788448
2021-05-27,1.023938,1.032938,0.938553,0.968786,0.968786,176319855
2021-05-28,0.972081,0.986041,0.848383,0.898697,0.898697,208004226
2021-05-29,0.899070,0.930346,0.792080,0.829413,0.829413,154815885
2021-05-30,0.829683,0.891098,0.783026,0.850180,0.850180,129345362
2021-05-31,0.849049,0.938536,0.815533,0.937608,0.937608,153097289
2021-06-01,0.936278,0.951546,0.878200,0.894697,0.894697,133679913
2021-06-02,0.895606,1.065850,0.873936,1.018265,1.018265,227605338
2021-06-03,1.019219,1.150692,1.007074,1.109922,1.109922,261940947
2021-06-04,1.110304,1.132995,0.974980,1.028761,1.028761,212802161
2021-06-05,1.029434,1.090524,0.954024,0.976601,0.976601,166177746
2021-06-06,0.976677,1.025094,0.965070,1.024901,1.024901,96681126
2021-06-07,1.025469,1.089763,0.950475,0.955256,0.955256,146431918
2021-06-08,0.962890,0.975858,0.859379,0.943442,0.943442,196320510
2021-06-09,0.940639,1.138997,0.909557,1.046551,1.046551,418558065
2021-06-10,1.039684,1.050183,0.976552,1.043920,1.043920,222571007
2021-06-11,1.046959,1.079830,0.958244,0.971232,0.971232,255879712
2021-06-12,0.973392,1.009646,0.912042,0.986114,0.986114,159921893
2021-06-13,0.989219,1.066220,0.965841,1.040552,1.040552,136521765
2021-06-14,1.040802,1.099933,1.026292,1.086212,1.086212,149481412
2021-06-15,1.071222,1.093500,1.025752,1.071182,1.071182,148619890
2021-06-16,1.032748,1.056419,0.999902,1.015972,1.015972,119611912
2021-06-17,1.016435,1.082524,1.013839,1.065078,1.065078,127908053
2021-06-18,1.064955,1.091477,0.962106,0.985029,0.985029,130207925
2021-06-19,0.992001,0.993211,0.936729,0.940408,0.940408,100230103
2021-06-20,0.937919,0.952060,0.879249,0.936015,0.936015,109046816
2021-06-21,0.934155,0.941210,0.753571,0.755001,0.755001,182298195
2021-06-22,0.754357,0.850263,0.674374,0.743265,0.743265,255594309
2021-06-23,0.742421,0.870356,0.715604,0.833009,0.833009,180063286
2021-06-24,0.833365,0.894383,0.797927,0.871621,0.871621,108344761
2021-06-25,0.873840,0.898180,0.780338,0.796802,0.796802,131160750
2021-06-26,0.794360,0.824713,0.762716,0.809688,0.809688,110721191
2021-06-27,0.810582,0.840102,0.774163,0.834954,0.834954,107192864
2021-06-28,0.834784,0.863809,0.823387,0.840484,0.840484,101244529
2021-06-29,0.842529,0.924159,0.840516,0.884960,0.884960,117959912
2021-06-30,0.888413,0.909431,0.835580,0.882368,0.882368,110681793
2021-07-01,0.882348,0.882348,0.812718,0.838504,0.838504,131847576
2021-07-02,0.834966,0.846557,0.801541,0.846273,0.846273,74731232
2021-07-03,0.846449,0.885047,0.836517,0.876621,0.876621,63127362
2021-07-04,0.876955,0.912380,0.857852,0.879841,0.879841,64314668
2021-07-05,0.880379,0.891977,0.842865,0.874267,0.874267,72739472
2021-07-06,0.874110,0.931901,0.872682,0.913978,0.913978,88777773
2021-07-07,0.912788,0.939955,0.902854,0.905079,0.905079,74920879
2021-07-08,0.906758,0.907210,0.848039,0.869344,0.869344,74399983
2021-07-09,0.866883,0.930404,0.828884,0.905238,0.905238,109740119
2021-07-10,0.905667,0.921650,0.869570,0.891908,0.891908,58773601
2021-07-11,0.892469,0.919087,0.885734,0.892433,0.892433,55878459
2021-07-12,0.892850,0.904212,0.851241,0.870143,0.870143,58111585
2021-07-13,0.868646,0.897326,0.849489,0.873876,0.873876,61289195
2021-07-14,0.874792,0.880479,0.824191,0.858836,0.858836,68797018
2021-07-15,0.858808,0.879093,0.820416,0.831208,0.831208,61935014
2021-07-16,0.833795,0.850892,0.775055,0.784993,0.784993,75971455
2021-07-17,0.783916,0.806131,0.774098,0.784692,0.784692,58948770
